證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"8478","東哥遊艇","182000","68573000","380.50","381.00","373.50","376.50","-2.0000","165"
"8481","政伸","69000","3751800","55.50","55.50","53.70","54.90","-0.4000","49"
"8482","商億-KY","","","","","","","0.0000",""
"8487","愛爾達-創","25000","2034200","81.10","82.00","81.00","81.50","1.1000","12"
"8488","吉源-KY","24000","387650","16.10","16.20","16.10","16.15","0.1500","18"
"8499","鼎炫-KY","38000","4714500","124.50","124.50","123.50","124.00","-0.5000","33"
"8926","台汽電","2560000","123079400","48.10","48.60","47.70","47.75","-0.0500","1494"
"8940","新天地","120000","3118850","25.85","26.20","25.80","25.90","-0.1500","72"
"8996","高力","5737000","2950611000","515.00","533.00","498.50","504.00","-1.0000","4032"
"9103","美德醫療-DR","12154000","95009390","7.24","7.88","7.22","7.88","0.7100","2402"
"910322","康師傅-DR","98000","1914950","19.15","19.85","19.10","19.65","0.5000","49"
"9105","泰金寶-DR","49383000","291333640","5.80","5.95","5.70","5.95","0.5400","5724"
"910861","神州-DR","239000","1693110","6.94","7.15","6.94","7.05","0.1100","71"
"9110","越南控-DR","34000","240440","7.10","7.20","7.00","7.11","0.2600","26"
"911608","明輝-DR","1548000","6408320","3.88","4.18","3.88","4.18","0.3800","346"
"911622","泰聚亨-DR","880000","4797080","5.09","5.55","5.08","5.54","0.4900","258"
"911868","同方友友-DR","10600000","15352310","1.35","1.49","1.33","1.49","0.1300","1347"
"912000","晨訊科-DR","9363000","34232010","3.50","3.68","3.47","3.68","0.3300","1026"
"9136","巨騰-DR","3094000","20770280","6.40","6.85","6.40","6.72","0.3300","937"
"9802","鈺齊-KY","263000","33135500","127.50","127.50","125.50","126.50","0.5000","238"
"9902","台火","409000","6970800","16.75","17.25","16.75","16.95","0.2000","228"
"9904","寶成","12335000","449100550","36.90","36.95","36.20","36.25","-0.6500","4882"
"9905","大華","63000","1536750","24.35","24.45","24.35","24.45","0.1000","36"
"9906","欣巴巴","73000","6463100","89.00","89.00","87.70","87.70","0.0000","59"
"9907","統一實","1160000","17747450","15.35","15.35","15.25","15.30","0.0500","440"
"9908","大台北","161000","5202750","32.35","32.35","32.30","32.30","-0.0500","84"
"9910","豐泰","1517000","244644500","160.00","163.50","159.50","162.00","2.0000","1095"
"9911","櫻花","445000","38142500","86.50","86.70","85.30","85.40","-1.1000","375"
"9912","偉聯","169000","2254450","13.20","13.45","13.15","13.40","0.2000","110"
"9914","美利達","279000","65297500","234.50","236.00","232.00","236.00","1.5000","228"
"9917","中保科","253000","31994000","127.00","127.00","126.00","126.00","-0.5000","217"
"9918","欣天然","4000","165650","41.55","41.55","41.35","41.40","-0.1500","4"
"9919","康那香","17139000","412738200","23.30","24.75","23.10","24.20","1.4000","6910"
"9921","巨大","810000","173754000","216.50","216.50","213.50","215.00","-1.0000","603"
"9924","福興","547000","28943800","53.30","53.70","52.70","52.80","-0.5000","417"
"9925","新保","215000","9086700","42.30","42.35","42.15","42.15","-0.1500","109"
"9926","新海","","","","","","","0.0000",""
"9927","泰銘","315000","24776200","78.70","78.90","78.50","78.60","-0.3000","223"
"9928","中視","185000","4085350","22.55","22.60","22.00","22.00","-0.3500","113"
"9929","秋雨","5000","82100","16.60","16.60","16.30","16.30","-0.4000","3"
"9930","中聯資源","106000","6934000","65.80","65.80","65.10","65.40","-0.4000","78"
"9931","欣高","24000","897700","37.40","37.45","37.40","37.45","0.0500","11"
"9933","中鼎","3442000","171597150","49.65","50.00","49.40","49.95","0.4500","2259"
"9934","成霖","830000","16281100","19.65","19.80","19.45","19.60","-0.0500","373"
"9935","慶豐富","255000","6529850","25.15","25.95","25.15","25.95","0.7000","142"
"9937","全國","4000","265300","66.40","66.40","66.10","66.40","0.0000","3"
"9938","百和","1225000","81486300","66.50","67.30","65.70","67.30","1.2000","701"
"9939","宏全","486000","79255000","162.00","164.50","162.00","162.00","0.0000","375"
"9940","信義","729000","22791650","31.30","31.40","31.20","31.35","0.0500","507"
"9941","裕融","2421000","386846500","157.50","162.00","156.50","162.00","6.0000","1741"
"9941A","裕融甲特","96000","4911600","51.10","51.20","51.10","51.20","0.1000","11"
"9942","茂順","109000","13952500","127.50","128.50","127.50","128.00","0.5000","83"
"9943","好樂迪","143000","12895600","90.60","90.60","89.80","89.90","0.0000","87"
"9944","新麗","216000","4860100","22.60","22.65","22.30","22.45","-0.1500","74"
"9945","潤泰新","8153000","367345200","45.65","45.70","44.80","44.85","-0.6500","3960"
"9946","三發地產","3165000","132489750","42.35","42.95","41.20","41.25","-1.3000","1655"
"9955","佳龍","796000","25500750","31.95","32.45","31.65","31.65","0.0000","431"
"9958","世紀鋼","9712000","3532251000","356.00","372.00","353.00","365.00","10.0000","6751"
